,name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,remove_code,sep,name,ra,dec,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,significance_max,flux_aper90_ave_b,flux_aper90_ave_h,flux_aper90_ave_m,flux_aper90_ave_s,e_flux_aper90_ave_b,e_flux_aper90_ave_h,e_flux_aper90_ave_m,e_flux_aper90_ave_s,flux_flag,ks_intra_prob_b,kp_intra_prob_b,var_inter_prob_b,kp_prob_b_max,var_inter_prob,dof,chisqr,EDR3Name_gaia,Plx_gaia,e_Plx_gaia,X_PU_gaia,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,PM_gaia,pmRA_gaia,e_pmRA_gaia,pmDE_gaia,e_pmDE_gaia,_r_gaia,X_PU_2mass,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,_r_2mass,X_PU_catwise,W1mag_catwise,e_W1mag_catwise,W2mag_catwise,e_W2mag_catwise,pmRA_catwise,pmDE_catwise,_r_catwise,X_PU_unwise,e_FW1_unwise,e_FW2_unwise,_r_unwise,W1mag_allwise,W2mag_allwise,W3mag_allwise,W4mag_allwise,e_W1mag_allwise,e_W2mag_allwise,e_W3mag_allwise,X_PU_allwise,e_W4mag_allwise,_r_allwise,X_PU_gaiadist,rgeo,rpgeo,_r_gaiadist,b_rgeo,B_rgeo,b_rpgeo,B_rpgeo,Flag_gaiadist,main_id,main_type,_r_simbad,W1mag_unwise,W2mag_unwise,e_W1mag_unwise,e_W2mag_unwise,pm_gaia,W1mag_comb,e_W1mag_comb,W2mag_comb,e_W2mag_comb,CSC_flags
29,XMM J00350-4316,8.768333,-43.269444,,AGN,A,2010A&A...518A..10V,0,0.42606,2CXO J003504.4-431610,8.768416667,-43.26955,0.95,0.77,68.7,7.15,7.15,2.32e-14,1.18e-14,2.4e-15,9.08e-15,3.83e-15,3.27e-15,7.62e-16,1.84e-15,0,0.993,0.993,,0.993,,0,,Gaia EDR3 4992804751801337856,,,0.9500043723680012,20.476501,0.008605,20.465569,0.085687,19.965527,0.09112,0.494,0.012,0.436,0.494,0.535,0.318008475,0.9500039294105892,,,,,,,,0.9873542757772208,17.063,0.048,16.067,0.06,0.11453,-0.10249,0.158593253,1.236839304798954,6.8038,26.601,0.504,17.039,16.067,11.933,8.838,0.108,0.161,,1.1330005409952637,,0.39,0.9500043723680012,2067.9917,1418.47314,0.318,1139.73438,3519.78467,564.313477,2568.45776,10121.0,XMMES1 272,AGN,0.424289,17.229927763016473,16.118647903564987,-0.0578158565385721,-0.0833453634108764,,17.063,0.048,16.067,0.06,
30,XMM J00352-4333,8.815,-43.565833,,AGN,A,2010A&A...518A..10V,0,0.649357,2CXO J003515.6-433357,8.815041667,-43.56601111,0.73,0.72,105.7,42.49,42.49,6.65e-13,2.36e-13,1.11e-13,3.17e-13,1.45e-14,1.06e-14,3.72e-15,9.23e-15,0,0.999,0.998,1.0,0.998,1.0,2,263.0698758,Gaia EDR3 4980776094593794944,,,0.7300019213320468,17.857378,0.005647,17.656754,0.016484,16.828594,0.012933,0.268,0.063,0.106,-0.261,0.115,0.094366917,0.7433052960967249,15.437,14.59,13.609,0.054,0.054,0.046,0.138,0.7318944754576577,13.01,0.013,12.031,0.009,0.00814,0.00226,0.116990255,0.7305196870758789,14.882,50.35,0.068,12.756,11.746,8.613,6.11,0.022,0.023,0.026,0.7338037361620885,0.064,0.149,0.7300019213320468,8047.30029,4807.58936,0.094,4768.06641,13442.666,3791.89795,6181.46338,11033.0,2MASS J00351562-4333576,Seyfert_1,0.089546,12.991787711146705,11.962187967926129,-0.0025509427068108,-0.0034308282860281,,13.01,0.013,12.031,0.009,extent
31,XMM J00352-4324,8.817083,-43.414444,,AGN,Q,2010A&A...518A..10V,0,0.187754,2CXO J003516.1-432451,8.817125,-43.41439722,0.89,0.8,167.4,5.5,5.5,1.2e-14,5.32e-15,2.6e-15,4.1e-15,2.52e-15,2e-15,7.62e-16,1.34e-15,0,0.734,0.818,0.111,0.818,,0,,Gaia EDR3 4980792896506025600,,,0.8900010911511289,19.133059,0.004211,19.300947,0.028566,18.843828,0.032029,0.375,-0.36,0.176,0.102,0.177,0.124623786,0.8900010276509572,,,,,,,,0.8990731834615912,16.096,0.025,15.187,0.028,0.01511,0.02589,0.114819683,0.9492111615545616,7.1177,27.29,0.338,16.142,15.236,12.438,8.358,0.053,0.08,0.433,0.9363046882397632,,0.16,0.8900010911511289,4853.40088,4431.76172,0.125,3642.95288,7165.4917,3108.05396,5661.03027,10022.0,ESIS 52790,QSO,0.111675,16.212290108239355,15.16773083412102,-0.0236908172428171,-0.0356139536616096,,16.096,0.025,15.187,0.028,
32,XMM J00356-4336,8.903333,-43.604167,,AGN,A,2010A&A...518A..10V,0,0.336832,2CXO J003536.8-433615,8.903375,-43.60425278,0.82,0.8,176.2,4.0,3.94,5.58e-15,4.02e-15,1.14e-15,4.21e-16,1.68e-15,1.57e-15,5.04e-16,3.2e-16,0,0.932,0.681,0.879,0.681,,0,,,,,0.82,,,,,,,,,,,,,0.82,,,,,,,,0.9674603661132584,,,,,,,1.413784948,1.4389948749040071,6.6507,26.299,1.836,,,,,,,,1.3793928519461016,,1.854,0.82,,,,,,,,,SWIRE J003536.82-433614.9,AGN,0.337682,,,,,,,,,,
33,XMM J00356-4310,8.921667,-43.172778,,AGN,A,2010A&A...518A..10V,0,0.588556,2CXO J003541.2-431022,8.921833333,-43.17289167,0.81,0.74,21.6,4.26,4.26,2.6e-15,1.6e-15,4.71e-16,5.25e-16,7.85e-16,7.23e-16,2.13e-16,2.2e-16,0,0.055,0.224,,0.224,,0,,,,,0.81,,,,,,,,,,,,,0.81,,,,,,,,0.9763928717478432,,,,,,,5.133121204,1.6867187821329317,6.6478,26.576,4.168,,,,,,,,0.81,,,0.81,,,,,,,,,ESIS 64779,AGN,0.589842,,,,,,,,,,
34,XMM J00358-4314,8.952083,-43.245556,,AGN,Q,2010A&A...518A..10V,0,0.54682,2CXO J003548.4-431444,8.951958333,-43.24568056,0.72,0.71,125.4,15.6,15.6,3.53e-14,1.87e-14,7.18e-15,9.43e-15,2.54e-15,2.29e-15,7.06e-16,8.38e-16,0,0.915,0.929,0.977,0.929,0.348,1,0.202880414,Gaia EDR3 4992805512011712512,,,0.7200006343175539,19.816021,0.004859,20.137499,0.047726,19.205372,0.043599,0.434,-0.119,0.305,0.417,0.282,0.298017657,0.720000449274332,,,,,,,,0.7299978129797651,16.181,0.025,14.947,0.024,-0.00166,0.02516,0.35001112,0.7707305929799595,7.0881,28.063,0.276,16.175,14.923,12.374,8.438,0.057,0.067,0.457,0.7741343597562634,,0.46,0.7200006343175539,1782.06836,6841.97656,0.298,1232.68738,2672.76221,5808.74365,8300.25195,10033.0,2XMM J003548.3-431444,QSO,0.307585,16.231972071896116,14.94873721408805,-0.0240238708651623,-0.0299332106436068,,16.181,0.025,14.947,0.024,
35,ELAIS J00407-4408,10.180833,-44.148056,,AGN,A,2010A&A...518A..10V,0,0.844294,2CXO J004043.4-440852,10.181125,-44.14798611,0.9,0.86,166.8,4.49,4.49,3.82e-14,2.28e-14,1.04e-14,5.01e-15,1.23e-14,1.17e-14,3.1e-15,2.31e-15,0,0.27,0.312,,0.312,,0,,,,,0.9,,,,,,,,,,,,,0.9,,,,,,,,0.903637648618073,,,,,,,0.95971429,0.9140242064628268,8.4559,29.276,0.917,,,,,,,,0.912812006932424,,0.931,0.9,,,,,,,,,ELAISC15 J004043-440852,Seyfert_2,0.843137,,,,,,,,,,
36,NGC  235,10.72,-23.541111,,AGN,A,2010A&A...518A..10V,0,0.382317,2CXO J004252.7-233227,10.72,-23.54100556,0.71,0.71,0.0,25.91,25.91,1.92e-12,1.88e-12,8.06e-15,2.55e-14,6.38e-14,6.37e-14,1.54e-15,3.02e-15,0,0.375,0.438,1.0,0.438,1.0,1,15.73128325,Gaia EDR3 2348925796095953792,,,0.7100636591247577,17.591509,0.010978,15.367413,0.009721,14.013967,0.005427,,,,,,0.173240681,0.7278661371433623,12.584,11.918,11.199,0.076,0.1,0.044,0.097,0.7111550278244541,10.096,0.013,9.45,0.008,0.00416,0.00077,0.201541,0.7100840538978467,46.212,131.49,0.145,10.085,9.437,6.057,3.329,0.023,0.02,0.015,0.7127297339104073,0.022,0.203,0.7100636591247577,,,,,,,,,NGC   235,Seyfert_2,0.209718,10.14766371654968,9.422646329605804,-0.0005769584937764,-0.0008639240760281,,10.096,0.013,9.45,0.008,extent
37,SDSS J00438+0055,10.965,0.917222,,AGN,Q,2010A&A...518A..10V,0,0.40874,2CXO J004351.5+005501,10.964875,0.917180556,0.79,0.77,70.7,2.8,2.8,1.46e-14,8.82e-15,4.09e-15,1.67e-15,6.1e-15,5.51e-15,2.29e-15,1.27e-15,0,0.018,0.012,,0.012,,0,,Gaia EDR3 2549166856586651648,,,0.7900230894655422,20.549194,0.008959,20.661055,0.124093,20.180254,0.138295,2.848,-1.505,1.936,-2.418,1.223,0.357510931,0.7900203122082622,,,,,,,,0.8212172268660954,16.602,0.041,15.58,0.05,0.00517,0.00088,0.45604242,0.9950663765305507,8.2001,33.162,0.642,16.505,15.399,11.536,7.877,0.084,0.122,,0.9174208705396014,,0.75,0.7900230894655422,1517.28015,307.348663,0.358,797.77533,2426.87842,295.506927,328.004761,20122.0,2XMM J004351.5+005500,QSO,0.291473,16.620137629377343,15.597704439826408,-0.039737315120005,-0.0643053062495563,,16.602,0.041,15.58,0.05,
38,SDSS J00454+1436,11.359583,14.611944,,AGN,Q,2010A&A...518A..10V,0,0.638144,2CXO J004526.2+143643,11.35945833,14.61208056,0.74,0.73,126.8,7.16,7.16,3.47e-14,1.67e-14,7.19e-15,1.08e-14,6.01e-15,5.27e-15,1.83e-15,2.24e-15,0,0.88,0.751,,0.751,,0,,Gaia EDR3 2780975419896754944,,,0.7400001435321212,18.092628,0.004312,18.319592,0.023421,17.671272,0.013735,0.158,0.113,0.153,0.11,0.095,0.103009306,0.7400001091433703,,,,,,,,0.7427970931096863,14.905,0.017,13.603,0.012,0.00334,0.0038,0.206430388,0.7458836447678686,9.2064,35.878,0.247,14.929,13.62,10.233,7.953,0.035,0.035,0.082,0.7527577043990982,0.219,0.2,0.7400001435321212,3559.45044,5582.77979,0.103,2550.36987,5369.56982,4489.44629,7479.2207,10023.0,[VV2006] J004526.3+143643,QSO,0.12429,14.929360465307392,13.582019411257376,-0.0094006600164443,-0.0108682672714447,,14.905,0.017,13.603,0.012,
39,SDSS J00461+0106,11.542917,1.112222,,AGN,A,2010A&A...518A..10V,0,0.20885,2CXO J004610.3+010643,11.54295833,1.1122,0.73,0.71,109.0,13.33,13.33,1.97e-13,1.26e-13,3.79e-14,3.37e-14,1.73e-14,1.61e-14,4.54e-15,4.42e-15,0,0.015,0.01,,0.01,,0,,Gaia EDR3 2549256471079162112,,,0.7300061288511487,19.564075,0.006825,19.003527,0.030017,17.570902,0.029514,0.836,-0.704,0.667,0.452,0.578,0.23966805,0.7749247374904223,16.07,15.353,14.431,0.109,0.124,0.095,0.361,0.7317297238561516,13.525,0.013,12.641,0.01,-0.00356,-0.00293,0.325066471,0.731682033929083,13.394,46.46,0.3,13.603,12.685,9.421,6.8,0.026,0.026,0.043,0.7356804936754814,0.097,0.177,0.7300061288511487,2079.94946,3205.30396,0.24,1416.74707,3644.07349,2724.62061,3736.73071,10033.0,2MASS J00461028+0106440,QSO,0.267433,13.515780274754356,12.622689307065595,-0.00372003241751,-0.0058167345940501,,13.525,0.013,12.641,0.01,
40,UM 275,11.55625,1.073889,,AGN,Q,2010A&A...518A..10V,0,0.79691,2CXO J004613.5+010425,11.55641667,1.073741667,0.93,0.83,116.0,2.72,2.72,1.46e-14,1.22e-14,1.89e-15,4.96e-16,6.92e-15,6.82e-15,1.06e-15,5.03e-16,0,0.46,0.748,,0.748,,0,,Gaia EDR3 2549253958522697472,,,0.9300000802858892,17.971724,0.003036,18.21347,0.011814,17.533108,0.011188,0.293,0.274,0.17,0.105,0.159,0.270599073,1.0123734960057578,16.442,15.848,15.019,0.122,0.159,0.145,0.263,0.9324247612622264,14.655,0.016,13.907,0.015,0.03283,-0.01707,0.272402204,0.9401097517922682,10.351,37.773,0.347,14.658,13.895,10.871,7.926,0.032,0.041,0.154,0.9410212831891318,,0.277,0.9300000802858892,3907.63159,5576.09473,0.271,2764.54126,5788.44922,4551.81104,6632.32178,10023.0,QSO J0046+0104,QSO,0.266131,14.635810484503624,13.871644128034724,-0.0080654912124669,-0.0149404421356389,,14.655,0.016,13.907,0.015,
41,2QZ J004821-2852,12.09,-28.868611,,AGN,Q,2010A&A...518A..10V,0,0.455285,2CXO J004821.6-285207,12.09008333,-28.86870556,0.93,0.8,80.0,8.57,8.57,5.05e-14,2.76e-14,1e-14,1.28e-14,7.48e-15,6.8e-15,2.16e-15,2.27e-15,0,0.301,0.069,,0.069,,0,,Gaia EDR3 2342029483072132864,,,0.930000858958012,19.875044,0.006991,19.974667,0.054979,19.266184,0.060269,0.701,-0.005,0.476,-0.701,0.427,0.432895333,0.9300005115956658,,,,,,,,0.9337504546548826,15.086,0.018,14.444,0.019,-0.01721,0.00978,0.385875596,0.9497142736466584,9.0026,31.77,0.451,15.078,14.386,12.035,8.284,0.038,0.051,0.279,0.9477957541412602,,0.567,0.930000858958012,3156.15503,10599.2842,0.433,1677.33289,4771.0293,7781.58008,12980.2402,11033.0,[VV2006] J004821.6-285207,QSO,0.398399,15.192538237407966,14.447837629631504,-0.0117140633697125,-0.0213637057012051,,15.086,0.018,14.444,0.019,
42,SDSSp J00501-0053,12.52625,-0.888611,,AGN,Q,2010A&A...518A..10V,0,0.696067,2CXO J005006.3-005319,12.52645833,-0.888641667,0.83,0.79,58.1,4.26,4.26,1.08e-14,5.19e-15,2.81e-15,2.82e-15,3.07e-15,2.65e-15,1.19e-15,9.78e-16,0,0.682,0.64,,0.64,,0,,Gaia EDR3 2536673793154726528,,,0.830002111119291,20.080145,0.005352,21.172636,0.134874,19.21331,0.05173,0.52,0.471,0.648,-0.22,0.658,0.128262062,0.8300015156786402,,,,,,,,0.8583055842931699,16.416,0.036,15.997,0.077,-0.03972,0.03135,0.107840428,1.1548642846797366,8.5309,33.282,0.194,16.328,15.862,11.762,8.512,0.073,0.178,0.296,0.9405425434443888,,0.107,0.830002111119291,1316.2511,1917.07874,0.128,838.112061,1966.51746,1566.83789,2302.41846,10033.0,QSO J0050-0053,QSO,0.143993,16.318174280391812,15.895572486637263,-0.0313032106160097,-0.084910760548817,,16.416,0.036,15.997,0.077,
43,SDSS J00501-0039,12.540833,-0.65,,AGN,A,2010A&A...518A..10V,0,0.63941,2CXO J005009.8-003900,12.54095833,-0.6501,0.74,0.73,61.5,5.89,5.89,1.26e-13,1.24e-13,9.84e-16,1.17e-15,2.31e-14,2.31e-14,8.61e-16,8.64e-16,0,0.6,0.515,,0.515,,0,,Gaia EDR3 2536732655682517504,,,0.7401592103716335,20.687218,0.008965,20.38852,0.066585,19.234507,0.059833,,,,,,0.319513671,0.7401538816111146,,,,,,,,0.7441690724989852,15.093,0.017,14.057,0.016,-0.01045,0.02057,0.36951006,0.754903979631847,9.4082,36.523,0.364,15.148,14.055,8.936,5.866,0.038,0.046,0.038,0.7560459036751671,0.057,0.319,0.7401592103716335,,,,,,,,,IRAS F00476-0054,Seyfert_2,0.358349,15.172772066862256,14.017155268833774,-0.0120209748297798,-0.0165178253869209,,15.093,0.017,14.057,0.016,
44,HE 0047-1756,12.615833,-17.669167,,AGN,Q,2010A&A...518A..10V,0,0.48291,2CXO J005027.8-174009,12.61595833,-17.66920278,0.71,0.71,3.2,32.7,27.75,2.42e-13,1.31e-13,4.36e-14,6.77e-14,9.58e-15,8.77e-15,2.43e-15,2.96e-15,0,0.75,0.707,1.0,0.707,1.0,1,17.84564528,Gaia EDR3 2369490546185699328,,,0.7100000914939096,16.547964,0.004224,16.65201,0.012707,15.946408,0.011507,0.087,0.069,0.083,-0.053,0.098,0.102273752,0.7236712766195712,15.567,14.618,14.347,0.067,0.055,0.071,0.17,0.7113131213496627,12.835,0.012,11.534,0.009,-0.00424,-4e-05,0.264374334,0.7103408453722762,16.21,60.465,0.322,12.911,11.586,8.248,5.715,0.023,0.022,0.022,0.7137430326134189,0.036,0.22,0.7100000914939096,6082.38184,4327.88623,0.102,4309.43311,7949.83691,3585.04932,5434.2124,10033.0,[VV2006] J005027.8-174009,QSO,0.139052,12.84132796429352,11.535627984930532,-0.0024190147725451,-0.0027815032463647,,12.835,0.012,11.534,0.009,conf
45,2MASS J00509+2933,12.732083,29.557778,,AGN,A,2010A&A...518A..10V,0,0.361766,2CXO J005055.6+293328,12.732,29.55785833,0.71,0.71,40.3,9.96,9.96,5.82e-13,5.17e-13,5.26e-14,1.29e-14,6.6e-14,6.5e-14,1.05e-14,4.73e-15,0,0.416,0.427,,0.427,,0,,Gaia EDR3 311984160934363392,,,0.71003085567885,19.627008,0.008801,18.897806,0.028122,17.290161,0.026863,4.562,-4.5,0.657,0.751,0.405,0.259628419,0.7632449242644198,15.39,14.289,13.253,0.064,0.053,0.037,0.289,0.7114420949138447,11.582,0.014,10.566,0.009,-0.00181,-0.00842,0.227845269,0.7101153528937394,25.602,83.884,0.212,11.673,10.621,7.789,5.316,0.022,0.02,0.018,0.7129447204485072,0.036,0.263,0.71003085567885,3055.0481,2696.26562,0.26,1939.88513,5318.39844,2385.18091,3052.07764,10033.0,2MASS J00505570+2933281,QSO,0.227527,11.590972551925018,10.5614536164112,-0.0012077783321406,-0.0015732034788905,,11.582,0.014,10.566,0.009,
46,Q J005425+124215,13.603333,12.704167,,AGN,Q,2010A&A...518A..10V,0,0.205175,2CXO J005424.8+124215,13.603375,12.70417222,0.8,0.75,3.3,7.7,7.7,3.85e-14,1.34e-14,9.66e-15,1.54e-14,5.63e-15,4.22e-15,1.92e-15,3.19e-15,0,0.662,0.352,,0.352,,0,,Gaia EDR3 2776564419764249984,,,0.8000008002851248,19.558163,0.010412,19.656158,0.049046,19.103453,0.058055,0.692,-0.681,0.57,0.121,0.446,0.041628173,0.8000004554404955,,,,,,,,0.8080257970541536,15.768,0.025,14.558,0.022,-0.00968,0.00741,0.117733749,0.8296991796458522,8.5209,33.488,0.064,15.818,14.454,11.624,8.329,0.05,0.054,0.236,0.8343678617402519,0.397,0.113,0.8000008002851248,2258.52344,2479.54248,0.042,1501.7428,3381.96021,1728.03979,3939.01929,10022.0,[VV2006] J005424.8+124215,QSO,0.052987,15.793077877676504,14.521780672381505,-0.019277066234213,-0.0241060359510311,,15.768,0.025,14.558,0.022,
47,Q J005428+124427,13.615833,12.740556,,AGN,Q,2010A&A...518A..10V,0,0.785219,2CXO J005427.7+124426,13.61575,12.74076389,0.99,0.87,146.9,5.68,5.68,1.99e-14,1.03e-14,5.94e-15,3.64e-15,4.01e-15,3.51e-15,1.46e-15,1.27e-15,0,0.681,0.499,,0.499,,0,,,,,0.99000094195836,,,,,,,12.326,,0.517,,0.458,9.363020886,0.9900007060820109,,,,,,,,1.1898325083989258,17.787,0.114,17.054,0.17,-0.10238,-0.02146,0.260912896,1.2993166080839882,7.9286,0.0,0.338,,,,,,,,1.2038797273992448,,8.983,0.99000094195836,,,9.363,,,,,,[VV2006] J005427.8+124426,QSO,0.101942,17.588987918654084,,-0.093781245348672,,,17.787,0.114,17.054,0.17,
48,Q 0053-0134,14.060833,-1.308056,,AGN,Q,2010A&A...518A..10V,0,0.581351,2CXO J005614.6-011828,14.06091667,-1.307913889,0.77,0.75,131.6,10.74,8.68,2.55e-14,1.2e-14,5.78e-15,7.74e-15,2.92e-15,2.43e-15,9.19e-16,1.34e-15,0,0.945,0.865,1.0,0.865,0.996,1,8.373981885,Gaia EDR3 2535665236049750272,,,0.7700003443064944,18.050718,0.004328,18.274403,0.016129,17.587383,0.012431,0.188,-0.041,0.208,0.183,0.193,0.151391237,0.7700002921535549,,,,,,,,0.7731214716437256,14.822,0.018,13.647,0.014,-0.01614,-0.04149,0.292229774,0.7794494530863179,10.642,42.758,0.225,14.879,13.665,10.237,8.424,0.034,0.047,0.077,0.7855250536530073,0.414,0.429,0.7700003443064944,4730.54102,5752.71387,0.151,3330.81494,6454.99268,4858.08887,6785.73438,10013.0,LBQS 0053-0134,QSO,0.147878,14.872954943324546,13.639270774446176,-0.0103164327598535,-0.013653689198273,,14.822,0.018,13.647,0.014,
49,SDSS J00570+1450,14.255,14.834167,,AGN,Q,2010A&A...518A..10V,0,0.857824,2CXO J005701.1+145003,14.25475,14.83421944,0.88,0.81,174.8,2.17,,2.76e-14,2.54e-14,2.18e-15,7.98e-18,1.43e-14,1.42e-14,1.67e-15,6.03e-18,1,0.991,0.965,,,,-1,,Gaia EDR3 2778173653815206656,,,0.8800014276316829,18.897554,0.005136,19.02147,0.028153,18.455645,0.038873,0.584,-0.077,0.303,-0.579,0.241,0.243692202,0.8982217555753367,,,,,,,4.876,0.8854856758801014,14.281,0.025,13.282,0.017,0.0045,0.00398,0.157645781,0.8838600410635385,11.499,40.128,0.119,14.309,13.276,10.565,7.788,0.041,0.039,0.117,0.8979024903567425,0.257,0.434,0.8800014276316829,5116.13525,11557.2607,0.244,3037.13135,7430.13281,8985.92676,14418.7666,10121.0,[VV2006] J005701.2+145003,QSO,0.258516,14.306857976157463,13.27434763289535,-0.0066180125197528,-0.0091561076043489,,14.281,0.025,13.282,0.017,
50,2QZ J005717-2718,14.324583,-27.308611,,AGN,Q,2010A&A...518A..10V,0,0.390874,2CXO J005717.8-271830,14.32454167,-27.30850556,0.97,0.79,114.3,6.29,6.29,2.2e-14,1.26e-14,3.73e-15,5.64e-15,4.58e-15,4.25e-15,1.13e-15,1.28e-15,0,0.895,0.933,0.986,0.933,0.353,1,0.210071803,Gaia EDR3 5034270530740524288,,,0.9700039959825733,19.910444,0.006567,20.165852,0.050331,19.468754,0.062737,0.559,0.556,0.467,-0.061,0.614,0.462129734,0.9700037005976626,,,,,,,,0.9893706177025676,16.632,0.039,15.377,0.039,0.06895,-0.03483,0.255079832,1.065132470246382,7.2166,28.968,0.48,16.558,15.285,12.337,8.848,0.078,0.096,0.378,1.0513888620168848,0.402,0.303,0.9700039959825733,2721.09326,11012.2324,0.462,1799.81238,3959.47217,8711.90039,13628.7617,10023.0,[VV2006] J005717.9-271831,QSO,0.421952,16.635314125818834,15.416773862632017,-0.0354635823991016,-0.0475502031619398,,16.632,0.039,15.377,0.039,
51,3C  29.0,14.395417,-1.391111,,AGN,A,2010A&A...518A..10V,0,0.510766,2CXO J005734.9-012327,14.39545833,-1.390972222,0.72,0.72,97.3,5.85,5.85,4.94e-14,3.57e-14,1.13e-14,2.38e-15,1e-14,9.45e-15,3.05e-15,1.49e-15,0,0.82,0.622,,0.622,,0,,Gaia EDR3 2535739624883271296,,,0.7235455659619786,21.598866,0.063957,,,,,,,,,,0.150117607,0.7537591893463057,13.75,13.148,12.682,0.084,0.094,0.086,0.256,0.7223295338860235,11.495,0.012,11.462,0.008,-0.00561,-0.01523,0.288685091,0.7212745077458373,25.397,61.425,0.098,11.425,11.443,10.308,7.616,0.022,0.024,0.102,0.7256781349358681,0.2,0.032,0.7235455659619786,,,,,,,,,UGC   595,AGN,0.059207,11.623826815721165,11.543337605359428,-0.0012349161356192,-0.0028458009975365,,11.495,0.012,11.462,0.008,
52,2QZ J005811-2726,14.5475,-27.443333,,AGN,Q,2010A&A...518A..10V,0,0.446234,2CXO J005811.4-272635,14.547625,-27.44325556,0.89,0.81,85.1,5.9,5.9,1.94e-14,7.02e-15,5.05e-15,7.34e-15,3.7e-15,3.18e-15,1.24e-15,1.44e-15,0,0.274,0.277,0.209,0.277,0.7,1,1.073188352,Gaia EDR3 5034253488310253696,,,0.8900093966254964,20.33096,0.010667,20.541483,0.132695,19.764774,0.093587,0.929,0.251,0.758,0.894,0.965,0.077676091,0.890008153070993,,,,,,,,0.9457201237854886,17.073,0.052,16.292,0.087,0.00178,0.05905,0.523088233,1.2173104626728717,6.9961,28.461,0.609,16.916,15.999,12.272,8.879,0.113,0.178,0.372,1.0931996855711403,0.437,0.269,0.8900093966254964,658.46344,11463.6025,0.078,455.014282,1053.776,9733.34082,13588.3877,10033.0,[VV2006] J005811.4-272636,QSO,0.105462,17.041176761241918,16.10578442882378,-0.0499632905486308,-0.0881227916603579,,17.073,0.052,16.292,0.087,
53,SGP4:25,14.575833,-27.48,,AGN,Q,2010A&A...518A..10V,0,0.526848,2CXO J005818.1-272848,14.57566667,-27.48005278,0.76,0.74,60.7,4.12,4.12,1.82e-14,1.32e-14,2.73e-15,2.18e-15,4.86e-15,4.7e-15,9.82e-16,7.47e-16,0,0.447,0.575,0.304,0.575,0.055,1,0.004694562,Gaia EDR3 5034206174950513280,,,0.7600009550331105,19.826746,0.005903,20.077787,0.067829,19.408813,0.042689,0.387,-0.237,0.405,-0.306,0.574,0.248643812,0.7600006540354292,,,,,,,,0.7818161894808012,16.481,0.035,15.41,0.04,-0.01621,0.03266,0.295411831,0.8809490587623554,7.204,28.584,0.357,16.35,15.171,11.959,8.391,0.07,0.085,0.339,0.8393327314803587,,0.354,0.7600009550331105,1966.36658,10851.7656,0.249,1215.70264,3234.22754,9125.0791,13960.2656,10023.0,[VV96] J005818.2-272848,QSO,0.249708,16.479606971859567,15.438626937799066,-0.0306719094116997,-0.047873821733265,,16.481,0.035,15.41,0.04,
54,SDSS J00594-0049,14.861667,-0.827222,,AGN,Q,2010A&A...518A..10V,0,0.816141,2CXO J005926.8-004938,14.86175,-0.827430556,0.83,0.78,151.3,6.5,6.5,2.55e-14,1.73e-14,4.39e-15,3.8e-15,4.36e-15,4.01e-15,1.04e-15,1.38e-15,0,0.459,0.27,,0.27,,0,,Gaia EDR3 2535789717086721408,,,0.8300198694079799,20.749718,0.016145,20.454002,0.193311,20.332722,0.137972,,,,,,0.486281482,0.8300075065323204,,,,,,,,0.9887928098949748,17.603,0.096,16.637,0.129,-0.12285,0.00093,0.590629491,2.207946661697243,8.4299,33.99,0.497,17.519,16.759,12.083,8.018,0.21,0.411,,1.526392302424249,,0.05,0.8300198694079799,,,,,,,,,2SLAQ J005926.80-004938.2,QSO,0.474688,17.54755023757734,16.878737103236364,-0.0959769264021743,-0.2144718637747941,,17.603,0.096,16.637,0.129,
55,Q J0100-3341,15.109167,-33.685278,,AGN,A,2010A&A...518A..10V,0,0.617374,2CXO J010026.1-334107,15.10904167,-33.6854,0.73,0.72,103.4,11.51,9.16,1.11e-14,7.65e-15,2.28e-15,1.17e-15,1.08e-15,1.03e-15,2.92e-16,1.87e-16,0,0.998,0.999,1.0,0.999,0.999,20,45.25884201,Gaia EDR3 5027218572398395264,,,0.7300362260526253,20.71553,0.00663,20.43047,0.049482,19.29604,0.032689,0.938,-0.936,1.16,-0.059,0.724,0.131917999,0.7300331952837487,,,,,,,,0.7344471568575917,14.909,0.018,14.31,0.017,0.02474,-0.01039,0.274355301,0.7460995015520382,8.7213,30.185,0.234,15.02,14.389,10.999,9.096,0.035,0.049,0.11,0.7476188241451656,0.517,0.364,0.7300362260526253,1519.21179,7497.73535,0.132,908.672791,2228.14331,6427.47021,9368.63184,20033.0,QSO J0100-3341,AGN,0.617317,14.928645930102428,14.266554074079808,-0.0088994653783431,-0.0171765971386919,,14.909,0.018,14.31,0.017,
